05-29 14:16:07.641  1690  4287 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 2 task=Task{ea86e2b #1703 type=standard A=10289:com.whatsapp.w4b U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.whatsapp.w4b
05-29 21:27:54.192  1690  4320 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f6ef5ba #1755 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 21:27:54.271  1690  4320 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 1 task=Task{f6ef5ba #1755 type=standard A=10276:com.zhiliaoapp.musically U=0 visible=true visibleRequested=true mode=freeform translucent=false sz=2} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.zhiliaoapp.musically
05-29 21:28:32.471  1690  5901 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 6 task=Task{ae3dd0e #1752 type=standard A=10163:com.google.android.youtube U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.google.android.youtube
05-29 21:28:36.583  1690  3300 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 12 task=Task{ae3dd0e #1752 type=standard A=10163:com.google.android.youtube U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.google.android.youtube
05-29 21:37:19.078  1690  3029 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 6 task=Task{ae3dd0e #1752 type=standard A=10163:com.google.android.youtube U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.google.android.youtube
05-29 21:40:29.150  1690  3300 D ActivityTaskManager:  setRequestedOrientationFreeForm: requestedOrientation= 12 task=Task{ae3dd0e #1752 type=standard A=10163:com.google.android.youtube U=0 visible=true visibleRequested=true mode=fullscreen translucent=false sz=1} MiuiFreeformServicesUtils.getFreeformIgnoreRequestOrientationList()= [com.miui.player, com.sqw.setdl.mi, com.youku.phone, com.tencent.gamehelper.smoba, com.taobao.litetao, com.live.shuoqiudi, com.baidu.homework, com.tencent.qqmusic, cn.xiaochuankeji.zuiyouLite, com.facebook.orca, com.android.browser, com.alibaba.android.rimet, com.miui.gallery, com.android.settings, com.tencent.letsgo]packageName= com.google.android.youtube
05-29 21:55:04.382  1690 17053 W PackageConfigPersister: App-specific configuration not found for packageName: com.miui.player and userId: 0
05-29 22:11:02.326 31077 31126 E libEGL  : pre_cache appList: com.android.contacts,com.miui.weather2,com.android.settings,com.android.thememanager,com.mi.android.globalFileexplorer,com.miui.gallery,com.miui.notes,com.miui.player,com.android.mms,com.miui.calculator,com.miui.videoplayer,com.miui.securitycenter,com.xiaomi.calendar
05-29 22:11:28.139 31488 31488 I ResolverListAdapter: Add DisplayResolveInfo component: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}, intent component: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.164 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.165 31488 31510 D ResolverActivityStubImpl: LoadIconTask::doInBackground ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.167 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.167 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.167 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.168 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.168 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.184 31488 31510 E BitmapFactory: Unable to decode stream: java.io.FileNotFoundException: /product/media/theme/miui_mod_icons/dynamic/com.miui.player/2.png: open failed: ENOENT (No such file or directory)
05-29 22:11:28.196 31488 31488 D ResolverActivityStubImpl: LoadIconTask::onPostExecute ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.197 31488 31551 D ResolverActivityStubImpl: LoadIconTask::doInBackground ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.198 31488 31510 D ResolverActivityStubImpl: LoadIconTask::doInBackground ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.198 31488 31551 D ResolverActivityStubImpl: LoadIconTask::doInBackground ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.198 31488 31510 D ResolverActivityStubImpl: LoadIconTask::doInBackground ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.199 31488 31551 D ResolverActivityStubImpl: LoadIconTask::doInBackground ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.201 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.201 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.202 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.202 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.202 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.207 31488 31488 D ResolverActivityStubImpl: LoadIconTask::onPostExecute ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.208 31488 31488 D ResolverActivityStubImpl: LoadIconTask::onPostExecute ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.208 31488 31488 D ResolverActivityStubImpl: LoadIconTask::onPostExecute ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.208 31488 31488 D ResolverActivityStubImpl: LoadIconTask::onPostExecute ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.208 31488 31488 D ResolverActivityStubImpl: LoadIconTask::onPostExecute ResolveInfo{109ccb1 com.miui.player/.phone.ui.AudioPreview m=0x608000}
05-29 22:11:28.212 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.212 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.212 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.213 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.213 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.346 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.346 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.346 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.346 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.347 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.357 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.357 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.357 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.357 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.358 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.368 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.368 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.368 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.369 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.369 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.380 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.381 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.381 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.381 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:28.382 31488 31488 D ResolverActivityStubImpl: bindView: ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}
05-29 22:11:29.126  1690  2048 D Boost   : hostingType=content provider, hostingName={com.miui.player/com.miui.player.content.SystemAdContentProvider}, callerPackage=com.miui.msa.global, isSystem=true, isBoostNeeded=false.
05-29 22:11:29.127  1690  2048 I ActivityManager: Start proc 31558:com.miui.player/u0a154 for content provider {com.miui.player/com.miui.player.content.SystemAdContentProvider} caller=com.miui.msa.global
05-29 22:11:29.147 31558 31558 E Zygote  : process_name_ptr:31558 com.miui.player
05-29 22:11:29.158 31558 31558 I com.miui.player: Using CollectorTypeCC GC.
05-29 22:11:29.163 31558 31558 E com.miui.player: Not starting debugger since process cannot load the jdwp agent.
05-29 22:11:29.176  1690  2688 I SmartPower.com.miui.player/10154(31558): died->background(4545787ms) R(process start ) adj=-10000.
05-29 22:11:29.228 31558 31558 D nativeloader: Configuring clns-4 for other apk /system/framework/org.apache.http.legacy.jar. target_sdk_version=35, uses_libraries=ALL, library_path=/data/app/~~suvWlj8U4IZfEQWjcmPD0g==/com.miui.player-b3d-glyxRH5smOhiWujKng==/lib/arm64:/data/app/~~suvWlj8U4IZfEQWjcmPD0g==/com.miui.player-b3d-glyxRH5smOhiWujKng==/base.apk!/lib/arm64-v8a, permitted_path=/data:/mnt/expand:/data/user/0/com.miui.player
05-29 22:11:29.402 31558 31558 D nativeloader: Configuring clns-5 for other apk /data/app/~~suvWlj8U4IZfEQWjcmPD0g==/com.miui.player-b3d-glyxRH5smOhiWujKng==/base.apk. target_sdk_version=35, uses_libraries=, library_path=/data/app/~~suvWlj8U4IZfEQWjcmPD0g==/com.miui.player-b3d-glyxRH5smOhiWujKng==/lib/arm64:/data/app/~~suvWlj8U4IZfEQWjcmPD0g==/com.miui.player-b3d-glyxRH5smOhiWujKng==/base.apk!/lib/arm64-v8a, permitted_path=/data:/mnt/expand:/data/user/0/com.miui.player
05-29 22:11:29.437 31558 31558 V GraphicsEnvironment: ANGLE Developer option for 'com.miui.player' set to: 'default'
05-29 22:11:29.438 31558 31558 V GraphicsEnvironment: ANGLE GameManagerService for com.miui.player: false
05-29 22:11:29.445  1690  2688 I UiModeManager: systemserver package:com.miui.player null
05-29 22:11:29.447 31558 31558 I ForceDarkHelperStubImpl: initialize for com.miui.player , ForceDarkAppConfig: null
05-29 22:11:29.449 31558 31558 D com.miui.player: JNI_OnLoad success
05-29 22:11:29.481  1690  2366 I ActivityTaskManager: START u0 {act=android.intent.action.VIEW cat=[android.intent.category.DEFAULT] dat=content://ru.zdevs.zarchiver.external/... typ=audio/x-wav flg=0x13000003 cmp=com.miui.player/.phone.ui.AudioPreview (has extras)} from uid 10294 from pid -1 callingPackage ru.zdevs.zarchiver
05-29 22:11:29.495  1690  2366 I SmartPower.com.miui.player/10154(31558): background->invisible(319ms) R(become foreground) adj=100.
05-29 22:11:29.500  1690  2366 D WindowManager: setLockTaskAuth: task=Task{ad0ab5b #1762 type=standard I=com.miui.player/.phone.ui.AudioPreview U=0 visible=false visibleRequested=false mode=fullscreen translucent=true sz=0} mLockTaskAuth=LOCK_TASK_AUTH_PINNABLE
05-29 22:11:29.506  1690  2366 D WindowManager: setLockTaskAuth: task=Task{ad0ab5b #1762 type=standard I=com.miui.player/.phone.ui.AudioPreview U=0 visible=true visibleRequested=false mode=fullscreen translucent=true sz=1} mLockTaskAuth=LOCK_TASK_AUTH_PINNABLE
05-29 22:11:29.511  1690  2366 D PerfStubImpl: perfWarmLaunchBoost: com.miui.player, -1, 1
05-29 22:11:29.526 25101 25101 D KeyguardEditorHelper: onTopActivityMayChanged, topActivity=ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview}; mState=IDEL
05-29 22:11:29.526 25101 25101 I FocusedNotifPromptContr: onTopActivityMayChanged: topActivity=com.miui.player
05-29 22:11:29.526 25101 25101 I FocusedNotifPromptContr: topActivityMayChanged: topActivity=com.miui.player
05-29 22:11:29.531  1690  3304 D PerfStubImpl: perfWarmLaunchBoost: com.miui.player, -1, 1
05-29 22:11:29.532  1690  3304 D PerfStubImpl: perfAnimBoost: com.miui.player
05-29 22:11:29.533  1690  3304 I ActivityTaskManager: The Process com.miui.player Already Exists in BG. So sending its PID: 31558
05-29 22:11:29.533 15502 15676 E ActivityManagerWrapper: getRecentTasks: mainTaskId=1762   userId=0   baseIntent=Intent { act=android.intent.action.VIEW flag=327155715 cmp=ComponentInfo{com.miui.player/com.miui.player.phone.ui.AudioPreview} }
05-29 22:11:29.541 31558 31558 D nativeloader: Load /data/app/~~suvWlj8U4IZfEQWjcmPD0g==/com.miui.player-b3d-glyxRH5smOhiWujKng==/base.apk!/lib/arm64-v8a/libmmkv.so using ns clns-5 from class loader (caller=base.apk!classes7.dex): ok
05-29 22:11:29.545 31558 31558 I MMKV    : <MMKV.cpp:198::initializeMMKV> root dir: /data/user/0/com.miui.player/files/mmkv
05-29 22:11:29.563  1690  2603 D CameraBlackCoveredManager: mForegroundPackage = com.miui.player mOccupiedPackage = com.miui.face
05-29 22:11:29.564  4633  6733 I ProcessMonitor: onForegroundInfoChanged: ForegroundInfo{mForegroundPackageName='com.miui.player', mForegroundUid=10154, mForegroundPid=31558, mLastForegroundPackageName='android', mLastForegroundUid=1000, mLastForegroundPid=31488, mMultiWindowForegroundPackageName='com.miui.player', mMultiWindowForegroundUid=10154, mFlags=0}
05-29 22:11:29.565  5787  7456 D PerfEngineController: ForegroundInfo{mForegroundPackageName='com.miui.player', mForegroundUid=10154, mForegroundPid=31558, mLastForegroundPackageName='android', mLastForegroundUid=1000, mLastForegroundPid=31488, mMultiWindowForegroundPackageName='com.miui.player', mMultiWindowForegroundUid=10154, mFlags=0}
05-29 22:11:29.565  4633  6733 I GameBoosterService: onForegroundInfoChanged: Cur=com.miui.player	 last=android
05-29 22:11:29.566  6702 17593 I GST     : forePkg: com.miui.player, preForePkg: android
05-29 22:11:29.566  4633  6733 D GameBoosterService: onGameStatusChange foreground:ForegroundInfo{mForegroundPackageName='com.miui.player', mForegroundUid=10154, mForegroundPid=31558, mLastForegroundPackageName='android', mLastForegroundUid=1000, mLastForegroundPid=31488, mMultiWindowForegroundPackageName='com.miui.player', mMultiWindowForegroundUid=10154, mFlags=0}
